lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
153,0,143.1,9,24,4,3,2,0,3,0
10,0,109.5,5,21,3,1,1,0,0,1
80,1,53.97,3,5,4,1,1,3,0,1
91,0,113.4,10,12,4,2,0,0,0,1
253,1,198.9,10,8,4,1,0,0,5,0
205,1,90.95,7,5,4,8,2,0,0,0
186,0,167.66,8,26,4,2,2,0,1,0
18,0,129.0,6,17,4,2,0,3,0,1
41,1,120.0,4,28,4,3,0,0,0,1
2,0,114.0,10,4,4,1,2,0,0,1
7,1,78.0,12,17,4,1,1,3,0,1
45,0,82.98,9,8,4,5,0,0,0,1
194,0,86.63,7,9,4,1,2,0,1,0
191,0,116.0,6,3,3,2,1,0,0,0
68,1,96.3,4,4,4,2,1,0,0,1
37,1,111.6,6,29,3,1,0,0,0,1
80,0,98.41,7,1,4,1,0,0,3,0
32,0,92.88,10,25,4,5,1,0,0,1
4,0,108.35,2,12,4,14,6,0,3,0
105,0,65.0,9,28,2,1,0,0,0,1
31,0,74.88,12,8,3,3,0,0,0,1
58,1,97.47,10,29,4,3,2,0,0,1
32,0,168.3,7,15,4,2,1,0,3,0
26,0,100.0,11,11,4,1,0,3,0,0
17,2,97.0,12,28,4,0,1,0,0,1
85,3,125.1,5,13,4,1,0,3,0,1
90,0,90.0,5,8,3,3,2,1,0,1
148,0,102.25,7,1,3,7,3,1,0,1
16,1,169.6,11,6,4,3,2,0,0,1
8,2,158.0,9,9,4,1,0,3,0,1
10,1,101.0,11,20,4,0,1,0,0,0
82,0,65.0,3,26,3,1,2,0,0,1
16,1,117.6,9,5,3,4,2,0,0,1
13,0,161.0,11,8,2,2,0,0,0,1
204,0,81.81,7,12,4,4,0,0,1,0
53,2,85.85,3,28,4,4,1,0,0,1
1,0,83.0,5,10,4,1,0,0,0,1
13,1,161.66,5,11,4,3,0,0,5,1
22,2,105.0,9,15,4,3,0,0,0,1
75,0,91.38,7,28,4,3,0,0,0,1
151,1,100.5,8,5,4,2,1,3,0,0
19,1,130.0,2,20,4,1,2,0,3,1
58,1,93.6,12,9,4,2,0,0,0,1
122,1,99.45,5,4,4,4,1,0,0,1
98,3,93.6,12,5,4,1,1,0,0,1
48,1,138.5,3,21,4,3,1,0,0,0
21,0,92.0,11,4,3,1,0,0,3,1
98,0,65.0,9,21,2,1,0,0,0,1
200,4,115.6,10,3,3,4,1,0,3,1
30,0,81.9,2,13,4,1,0,0,0,0
77,0,94.5,7,12,4,2,0,3,0,0
66,1,87.3,9,2,4,2,1,3,0,1
22,3,122.0,8,31,4,1,0,0,0,1
37,1,113.65,9,28,4,1,0,0,3,1
60,1,123.98,9,5,4,3,1,0,3,0
63,0,89.25,10,14,4,2,0,0,0,0
110,1,96.3,4,27,4,3,0,0,0,1
4,1,80.0,1,20,4,1,0,0,0,1
49,1,145.61,12,28,4,4,1,1,0,1
125,1,114.3,7,9,4,1,2,0,0,1
210,1,90.9,8,18,4,1,0,0,0,0
9,1,67.22,2,24,4,2,0,0,0,1
18,1,94.4,6,13,4,4,1,0,0,1
11,0,151.0,8,9,4,3,0,0,0,0
46,0,99.0,3,24,4,1,0,0,0,0
1,2,181.0,11,25,4,1,0,0,5,1
81,2,139.5,7,27,4,3,0,0,3,1
62,1,114.3,7,26,4,3,0,0,0,0
71,0,95.25,3,3,4,3,1,0,0,1
21,0,130.9,5,29,4,2,2,0,3,0
0,0,0.0,8,25,1,2,0,0,0,1
1,0,95.0,9,6,2,1,0,0,0,1
167,2,105.3,7,30,4,1,0,0,0,0
3,0,79.0,2,2,4,1,0,0,0,1
126,0,79.2,11,5,4,1,1,3,0,1
10,0,81.0,2,20,4,3,2,3,0,1
113,1,129.6,9,11,4,3,2,0,0,1
55,2,114.0,6,19,4,2,2,0,3,1
10,2,120.0,10,26,4,1,0,3,0,1
24,1,79.0,2,26,4,2,0,3,0,1
6,1,121.67,5,16,4,2,1,0,0,1
182,1,112.2,8,15,4,3,1,0,3,0
174,0,90.95,9,8,3,3,0,0,3,1
177,1,72.25,8,5,3,2,2,0,0,1
179,1,85.5,7,17,4,0,1,3,0,0
12,1,89.32,8,29,4,5,2,0,3,1
120,1,136.8,8,9,4,5,0,0,3,1
175,1,99.45,8,2,4,4,0,0,0,1
9,0,119.2,9,22,4,1,0,3,0,1
59,0,80.75,4,4,3,3,1,0,0,1
98,1,124.2,11,18,4,2,1,1,0,1
4,2,75.0,9,27,3,1,0,0,0,1
1,2,0.0,1,22,1,1,0,0,3,1
116,0,105.3,5,5,4,3,0,0,0,0
62,2,132.3,10,13,4,3,0,0,3,1
8,1,96.0,3,8,4,1,0,0,0,1
143,1,112.0,7,2,3,1,2,0,0,1
60,2,89.25,10,25,4,2,2,0,0,1
38,1,81.0,9,19,3,2,1,0,0,1
1,0,151.33,10,9,4,2,1,0,0,1
7,2,160.0,10,27,4,1,0,0,0,1
12,0,118.67,12,30,4,4,2,0,3,1
253,2,73.95,12,13,4,5,1,0,0,1
14,2,89.0,11,18,4,2,0,3,0,1
115,0,64.75,2,27,3,6,2,0,0,0
18,0,111.75,10,2,4,2,2,0,0,1
73,0,73.0,10,28,3,1,0,0,0,1
27,1,88.4,12,13,4,4,0,0,0,1
19,0,80.0,11,13,3,3,2,0,0,1
80,0,168.3,9,12,4,2,1,0,3,0
181,2,90.9,10,28,4,2,0,0,0,0
34,1,99.0,9,2,4,1,0,3,0,0
62,0,60.0,11,25,3,4,0,0,3,1
85,1,90.95,4,12,4,4,0,0,0,1
66,1,114.3,3,19,4,1,1,0,3,1
143,1,246.6,7,8,4,2,0,0,5,0
8,1,116.33,12,1,4,3,0,0,3,1
13,1,65.0,6,14,2,3,0,0,0,1
92,1,105.3,4,28,4,1,0,0,0,1
74,2,79.2,11,13,4,0,2,3,0,1
14,1,81.0,1,21,4,3,0,0,0,1
67,0,68.0,12,16,3,2,0,0,0,1
0,1,124.0,9,11,4,1,0,0,0,1
56,0,94.5,6,20,4,2,1,0,0,0
132,2,114.75,7,13,4,4,2,0,0,1
136,1,117.29,5,29,4,3,2,0,3,1
110,0,135.9,5,6,4,1,0,0,0,0
11,1,81.0,2,12,4,2,1,3,0,1
65,3,135.9,9,27,4,3,0,0,0,1
84,0,90.95,4,14,4,3,2,0,0,1
179,0,80.75,7,18,4,3,1,3,0,0
99,2,171.9,11,7,4,2,1,0,0,1
143,0,106.03,7,13,4,1,0,0,0,1
5,2,231.0,7,23,4,1,0,0,5,1
12,2,80.85,9,9,4,2,0,0,0,1
23,2,137.67,4,29,4,2,1,0,0,1
18,1,151.0,8,16,4,2,0,0,0,1
46,0,103.0,3,4,3,3,2,1,0,1
13,2,75.0,8,7,4,1,0,0,0,1
5,0,93.0,2,27,4,1,0,0,0,1
1,1,147.67,7,9,4,1,2,0,0,1
6,2,97.0,8,26,4,1,0,3,0,1
0,1,45.0,1,6,3,2,0,0,0,1
46,0,124.71,11,7,4,5,1,0,0,1
5,1,136.0,6,11,4,1,0,0,3,1
25,0,106.2,9,9,4,1,0,3,0,0
233,0,90.95,8,29,4,5,1,0,0,0
178,1,137.25,8,1,4,4,1,0,3,0
35,1,88.4,12,2,4,2,2,0,0,1
20,2,114.0,11,15,4,2,0,0,3,1
59,0,76.5,7,12,4,4,2,0,0,0
13,0,80.0,3,2,2,3,0,0,0,1
32,1,121.5,2,26,4,2,0,0,3,0
12,1,139.0,10,7,4,3,0,0,0,1
13,0,65.0,2,17,2,1,0,0,0,1
215,0,90.95,10,3,3,3,1,0,3,1
103,0,107.55,7,11,4,3,1,0,0,1
66,1,62.18,3,19,4,2,2,3,0,1
15,1,113.5,12,4,4,2,2,0,0,1
113,0,90.0,11,11,3,1,0,0,0,1
1,0,75.0,1,8,4,1,0,3,0,1
51,1,129.0,11,1,4,3,0,0,0,1
0,0,65.0,12,29,3,3,1,0,0,1
173,1,365.0,7,25,3,2,1,1,0,0
10,0,111.0,4,7,4,3,0,0,0,0
8,0,83.0,11,4,4,1,0,0,0,1
81,0,119.85,5,14,4,2,2,0,0,0
37,0,76.5,10,23,3,1,0,0,0,1
17,1,82.0,12,18,3,2,2,0,0,1
69,1,90.95,3,20,4,3,2,0,0,1
1,0,158.0,9,22,4,1,0,0,0,1
86,2,198.9,5,22,4,3,2,1,0,1
17,0,65.0,12,9,2,1,0,0,0,1
38,0,187.0,11,4,4,2,0,0,5,1
1,0,168.5,7,6,4,4,0,0,3,1
17,0,166.0,7,9,4,1,1,0,3,0
48,1,60.0,1,17,3,3,2,0,0,1
81,0,80.75,10,22,3,2,2,0,0,1
89,0,80.75,10,8,3,2,2,0,0,0
76,0,89.75,8,30,3,4,0,0,0,1
12,0,38.67,3,17,3,3,0,0,0,1
4,2,99.5,11,22,4,2,0,0,0,1
16,0,90.0,1,18,4,1,1,0,0,1
29,2,94.5,9,15,4,2,0,0,0,1
91,0,85.5,6,26,4,0,1,3,0,0
112,1,76.5,8,7,4,2,2,0,0,0
95,1,121.5,5,21,4,1,1,0,0,0
41,1,117.9,3,31,4,3,0,0,0,1
7,2,116.73,12,27,4,5,1,0,3,1
28,0,101.8,4,17,4,2,2,0,0,0
28,2,81.1,2,6,4,1,2,0,0,1
97,1,94.5,11,20,4,0,2,0,0,1
44,1,74.8,11,16,4,4,1,3,0,1
79,2,109.8,12,9,4,2,1,0,0,1
1,0,91.2,9,20,4,1,2,3,0,1
13,1,87.0,2,18,3,3,0,0,0,1
147,1,174.0,3,24,4,3,0,0,5,1
37,0,85.5,9,16,4,2,0,0,0,1
3,0,6.0,9,19,4,2,2,0,0,1
9,3,127.0,6,23,4,1,0,0,3,1
1,1,41.0,1,21,2,1,0,0,3,1
47,0,85.5,4,18,4,1,1,3,0,0
3,0,81.0,2,14,4,0,2,3,0,1
2,1,76.12,11,27,4,5,4,0,0,0
71,0,126.5,10,22,3,1,1,1,3,1
231,1,115.2,6,8,4,4,0,0,3,0
1,0,0.0,10,20,1,2,0,0,0,1
9,1,131.0,4,27,4,3,0,0,0,1
83,0,82.45,3,12,4,4,2,0,3,1
163,0,140.4,9,19,4,3,1,0,3,0
6,1,133.0,9,26,3,0,1,0,0,1
0,0,88.0,11,26,2,1,0,0,0,1
0,2,168.3,8,20,4,1,0,0,3,1
127,1,101.13,7,26,4,6,2,0,3,1
1,1,135.0,5,11,4,1,0,0,0,1
38,1,199.3,8,31,4,3,0,0,5,1
98,0,75.0,12,21,3,4,0,0,0,1
87,1,136.8,11,18,4,2,0,1,3,1
9,1,85.0,12,18,4,1,0,3,0,1
57,2,130.2,11,11,4,2,1,1,0,1
88,2,120.8,7,13,4,4,1,0,3,1
27,2,124.0,9,18,4,2,0,0,0,1
197,0,110.43,12,29,4,4,0,0,0,1
4,1,2.0,3,23,4,1,0,0,0,1
7,1,119.5,8,20,4,3,1,0,0,0
2,0,80.0,1,29,4,1,0,0,0,1
55,1,74.8,11,11,4,5,2,3,0,0
62,0,116.1,5,19,4,1,0,3,0,1
8,0,64.4,3,9,3,2,0,0,0,1
134,1,146.7,8,12,4,2,1,0,3,1
263,0,0.0,9,21,4,0,1,0,0,1
47,1,81.9,3,13,4,1,2,0,0,1
79,2,137.7,7,19,4,2,0,0,0,1
5,0,94.0,11,2,2,2,0,0,3,0
3,0,106.0,5,13,2,1,0,0,4,1
76,0,51.09,2,11,4,3,1,3,0,1
68,1,118.8,4,26,4,2,0,0,3,1
27,0,136.0,9,19,3,0,1,0,0,0
6,1,109.75,9,7,4,3,1,0,0,1
386,0,90.0,10,23,4,0,2,1,0,0
75,0,157.6,4,14,4,3,0,0,5,0
70,0,115.6,5,9,3,2,1,0,3,1
76,2,72.25,11,19,4,3,0,0,0,1
0,2,201.0,3,23,4,2,0,0,5,1
90,0,108.3,6,26,4,4,2,0,0,1
10,1,186.0,8,5,4,2,0,0,3,1
105,0,72.25,8,26,3,4,2,0,0,0
63,0,65.66,2,18,4,3,2,0,1,0
65,1,89.25,10,14,4,4,0,0,0,1
85,0,126.9,6,20,4,2,1,0,0,0
16,1,88.8,3,3,4,3,1,0,3,1
56,2,119.7,7,3,4,3,2,0,0,1
33,0,69.5,2,4,4,3,0,0,0,1
39,1,94.5,4,24,4,0,1,3,0,1
43,1,104.4,11,1,4,3,0,0,0,0
290,0,86.7,12,1,4,3,1,0,3,0
31,0,103.05,8,28,4,0,2,3,0,1
5,0,254.0,3,27,4,3,2,1,5,0
82,2,129.59,6,9,4,3,0,0,3,1
25,1,78.54,9,14,4,3,1,0,3,1
50,1,118.8,10,4,4,3,0,0,0,1
156,0,108.66,8,31,4,3,0,0,1,0
140,1,105.3,5,29,4,1,2,0,0,1
43,1,149.4,7,12,4,2,0,0,3,1
53,1,67.5,12,25,4,1,0,3,0,1
11,1,0.0,12,11,1,2,0,0,1,1
4,1,76.22,2,7,4,2,2,0,0,1
65,1,125.1,9,27,4,3,0,3,0,1
247,1,0.0,6,6,4,0,0,1,0,1
28,1,149.4,8,24,4,2,0,0,3,0
26,0,65.0,7,11,2,0,1,0,0,1
209,1,98.1,10,5,4,3,0,3,0,0
178,2,132.25,7,23,4,4,2,1,0,0
258,1,88.83,10,29,4,2,2,0,0,1
64,1,105.3,7,26,4,3,0,0,0,1
27,0,65.0,11,22,2,1,2,0,0,1
35,1,118.8,4,24,4,0,2,0,3,1
56,0,113.4,6,8,4,2,0,0,0,0
210,0,88.7,5,2,4,1,1,0,0,0
2,0,75.0,10,27,2,1,0,0,0,1
110,2,155.72,12,16,4,3,2,0,1,1
0,1,120.0,10,10,4,0,1,0,0,1
103,2,186.0,11,7,4,3,1,0,0,1
156,0,122.4,12,27,4,3,0,0,3,1
27,3,104.5,12,27,3,1,2,1,0,1
0,1,104.72,10,15,4,1,0,0,3,1
147,0,151.2,10,7,4,2,1,0,3,1
5,0,123.5,4,24,4,2,2,0,0,1
67,0,76.5,7,20,4,8,3,0,0,0
130,0,87.55,4,19,3,4,0,0,0,1
83,1,84.9,4,4,4,2,1,0,0,1
1,0,99.0,4,18,4,0,1,3,0,1
117,2,126.31,5,22,4,3,2,0,0,1
24,0,135.0,5,22,4,0,2,0,0,0
25,2,145.0,9,25,4,0,2,0,0,1
14,0,87.12,5,31,4,3,0,0,0,1
126,1,83.12,5,15,4,2,2,0,3,1
50,1,108.0,10,17,4,0,1,3,0,1
72,0,76.5,7,8,4,4,1,0,0,1
1,1,138.5,8,15,3,1,2,1,0,1
47,1,198.68,10,25,3,4,2,1,5,1
209,1,96.3,10,21,4,3,2,0,0,1
69,1,72.9,3,12,4,1,1,0,0,0
6,2,120.0,10,20,4,2,0,0,0,1
66,0,150.45,5,1,4,2,2,0,3,1
92,0,99.45,4,11,4,5,1,0,3,0
43,0,126.9,5,9,4,2,1,0,0,0
29,0,104.73,3,4,4,2,1,0,0,0
24,2,96.9,12,7,4,4,0,0,3,1
38,2,148.95,4,27,4,4,0,0,3,1
26,0,65.0,7,11,2,0,1,0,0,1
13,0,119.2,9,20,4,1,0,0,0,1
53,1,116.1,5,30,4,2,1,3,0,1
16,1,135.0,3,9,4,3,0,1,0,1
35,0,125.1,7,25,4,0,1,3,0,0
177,1,130.05,8,3,4,4,1,0,0,0
128,1,118.8,10,11,4,3,0,0,0,0
34,0,152.1,7,29,4,1,0,0,0,1
232,0,75.65,12,24,3,3,2,3,0,1
38,0,198.9,5,16,4,3,1,0,5,0
12,2,129.25,10,31,4,3,1,0,0,1
18,1,86.0,2,20,4,1,1,0,0,1
4,2,147.33,12,28,4,3,0,0,0,1
155,0,105.3,7,25,4,1,1,0,0,0
265,0,109.0,6,24,3,2,0,1,0,0
288,0,67.26,12,22,4,5,2,0,1,0
192,2,114.75,8,4,4,3,1,0,0,0
146,1,103.5,7,13,4,3,0,3,0,1
67,1,71.74,4,2,4,2,2,0,0,1
43,1,0.0,10,17,4,0,0,0,0,1
117,0,90.95,10,24,3,2,1,0,3,1
24,2,130.78,10,26,4,5,2,0,3,1
10,2,149.0,9,19,4,1,1,0,0,1
230,0,158.95,8,25,4,3,1,0,5,0
15,1,148.0,9,20,4,1,0,0,0,1
5,0,0.0,10,19,4,2,1,0,0,1
48,1,138.6,12,23,4,2,1,0,3,1
6,0,73.15,11,16,4,3,1,3,0,1
53,0,80.2,2,27,4,4,2,0,0,1
89,0,126.9,5,7,4,1,1,0,0,0
22,0,97.6,8,31,4,2,0,0,0,1
38,1,97.75,6,26,4,2,2,0,0,1
45,0,109.49,6,18,4,1,1,0,3,0
14,0,116.49,6,9,4,3,0,0,1,1
2,1,67.0,5,11,2,1,0,0,0,1
2,0,64.08,3,28,4,0,1,3,0,1
4,2,65.0,10,24,2,2,1,0,0,1
158,2,83.5,10,30,4,2,2,0,1,0
13,0,235.94,10,7,4,3,2,0,6,0
3,1,65.0,4,11,2,0,1,0,0,1
7,0,56.0,3,2,3,2,0,0,3,1
0,0,108.8,5,10,3,3,0,0,0,1
9,0,55.0,3,2,2,2,0,0,0,0
3,0,0.0,6,24,4,0,0,0,3,1
77,2,132.3,10,7,4,2,1,0,3,1
101,0,187.85,6,1,4,4,0,0,5,0
5,1,118.0,3,14,4,1,1,0,0,1
158,1,97.75,7,7,4,3,1,3,0,0
6,3,91.0,11,13,4,2,2,0,0,1
11,1,163.63,11,8,4,4,0,0,3,1
130,1,109.8,8,24,4,2,0,0,0,1
3,0,181.0,3,21,4,1,1,0,5,1
23,2,159.0,9,15,4,3,0,0,0,1
0,0,0.0,9,22,1,1,0,0,0,1
28,0,90.51,9,3,3,5,2,0,0,1
53,1,168.3,8,6,4,1,0,0,3,1
26,0,75.0,10,17,3,1,2,0,3,1
1,0,103.0,3,8,4,2,0,0,0,1
33,1,98.3,2,6,4,1,1,0,3,1
29,0,89.93,3,4,4,2,1,0,0,1
11,0,107.0,10,10,3,1,1,0,3,1
55,2,207.0,10,18,4,5,1,0,5,1
75,1,97.33,4,15,4,2,2,0,0,0
64,2,83.61,12,25,4,2,2,0,3,1
216,0,80.75,8,30,3,2,0,0,0,1
10,2,102.33,9,7,4,2,1,3,0,1
70,2,130.05,4,10,4,3,2,0,3,1
27,1,135.0,2,27,4,1,1,0,3,1
17,0,100.38,12,8,4,3,1,0,0,1
31,1,120.42,10,24,4,2,2,0,0,1
99,0,118.8,10,8,4,2,2,0,0,0
30,0,110.8,4,6,4,3,0,0,4,1
71,0,107.1,6,26,4,3,2,0,0,0
12,2,130.0,8,28,4,0,2,0,0,1
6,1,136.0,10,4,4,1,2,0,3,1
103,0,70.03,4,17,4,2,2,0,3,1
1,0,115.0,9,27,2,1,0,0,0,1
30,3,198.9,6,18,4,1,2,0,5,1
63,0,105.3,7,23,4,5,2,0,0,0
93,2,149.1,9,1,4,3,0,0,0,0
17,0,95.0,10,30,3,1,0,0,0,1
42,1,144.9,8,14,4,2,2,0,0,1
169,1,0.0,7,9,4,2,2,0,0,1
1,0,117.8,5,18,3,1,0,0,0,1
0,0,149.0,5,9,4,0,1,0,3,1
15,0,80.0,1,26,2,2,0,0,0,1
32,2,94.5,10,6,4,3,0,0,0,1
77,0,129.6,7,7,4,3,1,0,3,0
69,1,135.9,9,5,4,3,1,0,0,1
9,3,0.0,11,11,1,2,0,0,0,1
346,0,3.0,9,13,4,2,0,1,0,0
23,1,68.07,11,24,4,3,2,0,0,1
172,1,90.95,9,18,3,1,2,0,3,1
153,2,105.3,8,1,4,0,1,0,0,0
45,0,81.0,9,12,3,1,1,0,0,1
172,1,137.7,8,11,4,3,0,0,3,0
18,1,95.48,3,17,4,1,0,0,3,1
50,2,159.3,6,3,4,2,0,0,3,1
7,1,65.0,12,27,2,2,0,0,0,1
36,1,125.1,3,23,4,4,2,0,3,0
0,1,129.83,8,27,4,2,2,0,3,1
102,0,150.3,8,24,4,4,0,0,3,0
109,1,159.3,6,21,4,2,0,0,0,1
149,2,119.0,8,3,4,4,2,0,0,1
0,2,122.0,8,27,4,1,0,0,0,1
68,0,106.75,9,3,3,3,2,1,0,1
35,0,67.5,2,11,4,3,0,3,0,0
0,0,155.33,8,31,4,2,1,0,5,1
39,3,64.67,11,13,4,5,2,0,0,1
63,0,107.1,4,2,4,1,1,0,3,1
142,0,109.8,6,26,4,1,2,0,3,1
40,1,83.9,3,5,4,2,2,0,0,1
47,0,135.0,10,11,4,2,0,0,0,1
59,0,60.0,11,19,3,3,0,0,3,1
158,2,76.5,8,7,4,5,2,0,0,1
28,2,139.0,10,10,4,1,1,0,0,1
0,0,75.0,12,21,4,0,1,3,0,1
72,0,97.54,7,27,4,1,0,0,1,1
14,2,86.85,7,22,4,2,0,0,1,1
7,1,103.0,3,7,4,3,1,0,0,1
4,0,124.0,7,28,4,2,0,3,0,0
16,1,134.8,6,27,4,0,1,0,0,1
7,1,78.0,11,30,4,2,0,3,0,0
50,0,241.59,5,14,4,4,2,0,1,0
29,1,87.0,3,5,3,1,2,0,0,1
3,1,87.01,6,22,4,2,0,3,0,1
67,1,76.16,3,26,3,1,2,0,0,1
256,1,115.0,6,15,3,1,0,1,0,0
51,1,102.7,6,2,4,2,0,0,3,1
96,1,72.25,11,28,4,1,0,0,0,0
4,2,91.5,11,19,4,1,1,3,0,1
19,0,191.0,8,14,4,1,2,0,3,0
31,1,134.1,9,11,4,2,1,0,0,1
2,0,62.8,12,5,3,1,1,0,0,1
0,1,75.0,12,11,2,1,0,0,0,1
285,1,95.4,7,21,4,3,0,0,0,0
49,1,112.2,4,10,4,2,2,0,3,1
25,0,70.0,12,14,3,0,1,0,0,1
3,0,79.2,8,17,2,5,1,0,0,0
75,0,65.0,12,9,2,2,0,0,0,1
14,2,116.49,6,9,4,3,0,0,1,1
0,0,0.0,12,2,1,2,0,0,0,1
3,0,66.0,2,25,2,1,0,0,0,1
39,0,72.2,2,28,4,2,2,3,0,1
9,1,140.0,10,27,4,3,2,0,0,1
70,0,40.67,1,15,3,2,1,0,0,1
174,1,99.45,8,13,4,2,2,0,0,1
214,1,90.95,8,9,4,5,2,0,0,1
12,3,89.25,11,13,4,5,2,0,0,1
124,0,96.56,8,7,3,3,2,0,3,1
145,0,72.5,8,29,3,1,2,1,0,1
0,1,90.0,8,6,4,1,0,3,0,1
4,2,211.0,4,9,4,1,0,0,5,1
10,2,145.0,10,3,4,1,1,0,0,1
2,1,79.0,1,21,4,1,0,0,0,1
183,1,98.25,7,4,4,3,1,3,0,0
45,0,85.5,6,18,3,1,1,0,0,1
8,1,110.46,6,30,4,3,0,0,0,1
63,1,89.25,10,10,4,1,1,0,0,1
66,1,58.0,2,11,3,2,0,0,0,1
19,1,66.57,2,13,4,1,2,0,0,1
41,1,71.52,2,22,4,2,1,0,1,1
0,0,116.45,6,28,2,1,0,0,0,1
21,0,70.0,12,10,3,2,0,0,0,1
7,0,106.0,2,12,4,2,0,0,3,0
119,0,137.7,7,26,4,3,0,0,3,1
17,1,166.0,7,8,4,2,0,0,3,0
42,1,115.8,3,24,4,3,0,3,0,1
6,1,80.0,2,20,4,1,0,3,0,1
157,0,94.5,8,3,4,1,0,3,0,0
22,0,58.0,12,25,3,2,0,0,0,1
242,1,58.36,12,27,4,5,2,0,0,0
6,0,152.0,11,24,4,1,0,1,3,1
13,0,75.0,1,20,4,8,2,0,0,1
46,2,122.4,11,2,4,4,0,0,3,1
27,2,130.0,2,22,4,2,1,0,3,1
11,1,133.5,3,26,4,2,2,0,0,1
0,0,63.2,11,30,4,2,0,0,3,1
18,1,131.0,8,20,4,1,0,0,0,1
3,1,161.7,9,22,4,1,0,0,3,1
206,1,130.5,9,8,4,3,0,0,1,0
45,2,94.5,10,20,4,1,0,0,0,1
231,2,81.82,8,1,4,7,3,0,1,0
63,1,105.3,7,23,4,1,0,0,0,1
120,0,126.9,6,10,4,2,1,0,0,0
53,0,94.5,9,18,3,0,2,0,0,1
46,5,68.07,11,18,4,3,2,0,0,1
176,0,150.45,9,1,4,3,1,0,3,0
33,1,80.3,2,8,4,0,1,0,0,1
47,2,93.6,12,17,4,2,2,0,0,1
13,2,119.0,6,9,4,1,0,0,0,1
1,1,120.0,3,10,4,1,0,0,0,1
76,0,105.3,3,24,4,3,0,0,0,0
137,1,145.2,8,13,4,4,2,0,3,1
186,0,89.25,8,16,4,4,0,3,0,0
117,0,66.14,3,2,4,1,0,0,0,1
144,0,80.1,10,28,4,2,1,3,0,0
68,1,108.38,4,24,4,2,2,0,0,0
2,1,119.0,6,15,2,1,0,0,3,1
1,0,108.0,9,4,3,1,0,1,0,1
6,2,121.75,10,31,4,3,1,0,0,1
3,0,75.0,8,10,3,1,1,0,0,1
22,1,72.64,2,26,4,2,1,0,0,1
9,2,148.0,8,14,4,1,2,3,0,1
257,0,90.95,7,31,4,2,2,0,0,0
27,2,106.02,10,5,4,4,1,0,0,1
2,1,91.68,12,23,4,4,2,0,0,1
54,1,88.4,12,24,4,2,2,0,0,1
63,0,116.1,6,17,4,2,0,3,0,0
40,2,148.28,10,15,4,2,2,0,3,1
1,2,117.5,12,19,4,2,1,0,0,1
1,0,85.0,2,4,4,3,2,0,0,1
21,2,124.0,9,21,4,1,1,0,0,1
1,1,111.65,9,22,4,3,0,0,0,1
10,1,83.0,11,6,4,2,0,3,0,1
33,2,82.9,3,5,4,1,2,0,0,1
28,2,160.3,10,4,4,5,0,0,3,0
7,1,92.0,2,27,4,1,0,0,0,1
35,1,73.9,2,9,4,4,0,0,0,1
12,0,93.0,2,23,4,2,0,0,0,1
40,0,72.9,2,16,4,1,0,0,0,0
13,0,66.0,2,1,3,3,1,0,0,1
16,0,84.0,3,5,4,1,1,3,0,0
35,0,67.49,9,14,4,5,2,0,0,1
43,1,130.0,11,11,4,2,0,0,0,1
12,1,99.0,10,30,4,3,2,3,0,0
179,0,85.5,8,26,4,2,1,3,0,0
58,0,75.0,11,16,3,3,0,0,0,1
100,0,0.0,9,28,4,4,0,1,0,1
39,1,67.5,2,13,4,1,2,3,0,1
6,0,75.0,11,1,3,3,0,0,0,1
1,1,0.0,10,13,1,1,0,0,0,1
13,1,88.4,12,14,4,4,0,0,0,1
147,0,78.76,7,18,4,5,1,0,0,0
110,0,153.0,7,9,4,3,2,1,3,0
70,0,186.3,4,20,4,1,0,0,5,0
59,1,96.99,5,28,4,5,2,0,3,1
86,0,127.8,4,20,4,2,0,0,3,0
50,0,131.4,11,11,4,2,0,1,0,0
30,0,157.5,4,14,4,2,0,1,3,0
19,0,85.0,10,2,3,0,2,0,0,1
170,1,85.0,7,19,4,4,0,3,0,1
190,0,109.3,5,6,4,2,2,0,1,0
24,1,60.06,11,20,4,0,1,3,0,1
76,1,131.26,5,12,4,3,1,0,0,1
0,1,0.0,9,5,1,2,1,0,5,1
31,0,117.9,4,2,4,1,0,0,0,0
73,0,91.36,4,29,4,2,1,0,0,1
219,1,106.25,12,22,4,3,2,1,0,1
1,0,91.0,2,13,4,1,1,0,0,1
0,0,141.0,3,24,4,1,0,0,0,1
9,0,129.33,4,6,4,3,0,0,3,1
2,1,129.0,5,13,4,1,0,3,0,1
8,1,40.0,9,13,2,1,0,0,0,1
157,1,90.0,3,19,4,3,2,0,0,1
1,0,70.0,8,11,2,1,0,0,0,1
3,1,97.0,6,23,4,1,0,3,0,1
0,1,110.0,9,28,2,1,0,0,3,1
92,0,92.65,11,23,3,4,1,0,0,1
7,1,120.0,10,25,4,1,0,3,0,1
100,0,73.95,3,17,4,3,1,0,0,1
52,0,56.16,12,17,4,1,2,3,0,1
59,0,81.0,1,28,3,1,0,0,0,1
119,0,264.1,7,11,4,0,1,1,5,0
11,1,76.29,11,27,4,2,2,3,0,0
30,2,140.88,11,4,4,2,2,0,3,1
95,0,132.6,5,20,4,2,2,0,3,1
32,3,96.3,11,14,4,1,0,0,0,1
101,2,80.75,5,17,3,3,0,0,0,1
